,app,description,image,logo
10,com.northcube.sleepcycle,"Waking up made easy.An intelligent alarm clock that analyzes your sleep and wakes you in the lightest sleep phase – the natural way to wake up feeling rested and relaxed. Featured in: CNN, Wired, The Guardian, The Wall Street Journal, BBC, The New York Times and many more. Sleep cycle is continuously rated as the best smart alarm clock, Sleep Cycle is now the worlds most used intelligent alarm clock.------------------------------------------------------- * Sleep Cycle monitors your movement during sleep using the extremely sensitive accelerometer in your phone. * Sleep Cycle then finds the optimal time to wake you up during a 30 minute window that ends at your set alarm time. * Look at the screenshots for recommended phone placement. ------------------------------------------------------- As you sleep you go through different phases, ranging from deep sleep to light sleep. The phase you are in when your alarm goes off is critical for how tired you will feel when you wake up. Since you move differently in bed during the different phases, Sleep Cycle can use the accelerometer in your phone to monitor your movement and determine which sleep phase you are in. Sleep Cycle wakes you when you are in your lightest sleep phase. Sleep Cycle was developed using proven sleep science and years of research and development. ------------------------------------------------------- MAIN FEATURES√ Waking up made easy! Sleep Cycle analyzes your sleep and wakes you in your lightest sleep phase.√ Detailed sleep statistics and sleep graphs for every night.√ 15 carefully selected, high quality, alarm melodies.√ Use your own music as wake up sound√ Snooze by shaking or tapping the phone lightly.√ Customizable wake up window. From instant (regular alarm clock) up to 90 minutes.√ Background mode - set your alarm and exit Sleep Cycle - sleep analysis will continue in the background√ Sleep notes - see how events such as drinking coffee, eating too much or having a stressful day affect your sleep quality√ Long term graphs - track sleep quality over time, see which days of the week you sleep best and much moreFollow our official Facebook page: http://www.facebook.com/SleepCycleAlarmClock------------------------------------------------------- REQUIREMENTS Ability to charge your phone by the bedAbility to place your phone according to the instructions (see screenshots)",http://lh3.googleusercontent.com/Ss3V5uqlKVknC314nBN9iHjy252ad7bVadxxYGKHYkbwvtOJM7nlJwBCqyOPO_eoJgo=h900,http://lh3.googleusercontent.com/YZmhzA8IdKsna48rLyErBOvaMe86FzBKqMTIVbrI12ABTKI6aIV1qgOyFL7TSPUOWfBL=w300
11,com.azumio.android.sleeptime,"Introducing Sleep Time by Azumio, the next generation sleep cycle alarm clock that will leave you feeling rested after every night's sleep!Sleep Time uses the sensitive accelerometer in your Android to detect movements during the night. Our advanced algorithm determines your phase of sleep, and sets off the alarm at the perfect moment. You will never wake up from a deep sleep feeling groggy again. Find out why over 30 MILLION users love our apps!FEATURES★ Set the alarm clock with a single gesture★ Alarm rings even in silent mode★ Choose from any of our 20 built in alarms★ Sleep Lab™ with sleep cycle analysis★ Advanced wake-up optimization algorithm★ Full history and graphs make comparison easy★ No glasses needed for our easy to read interface!Let us know how you like the app! Visit us at: www.azumio.comSweet Dreams!",http://lh3.googleusercontent.com/ILF3Q8_OL1m2rcK8ppf0r1iu5THx1gZ-7UNa7kdrjYjYYB-t-2vbdxO8a5anhfE3Zg=h900,http://lh3.googleusercontent.com/_NHuu1Wzi_QwMlcfGm054rBmSwGewU5xhzPPSLt2Io0hDLRK5DScPva2opLjuP5zzFQ=w300
12,de.aktiwir.aktibmi,"You want to successfully lose weight and evaluate the success of your diet? The aktiBMI body weight diary is the right choice for you to complement typical diets. Day by day you can observe whether you are on track to  aktiBMI continuously encourages you to further improve. With aktiBMI, losing weight will turn out to be fun! Ideal for the health consciousFor keeping your body at a glance, aktiBMI is the right choice for you! Our App provides you with detailed analysis’ of your physical constitution and the changes in your weight. Ideal for ATHLETESAs an athlete you want to increase muscle mass and optimize your body weight? aktiBMI is ideally suited as a protocol, even for your weight gain. Set new goals and keep improving.- Professional BMI calculator and charts- Body weight diary incl. targeting of your desired weight- Motivation Incentives- Weight Goals- Body Data Trackerwww.aktibmi.com",http://lh3.googleusercontent.com/jzBExktzJ6bm2I8Ey1ZZYzloA4oHgY-IGePWjDEysPJEHXRP83h45uwxLtAaztDpAw3T=h900,http://lh3.googleusercontent.com/VZ5-I3bwQbKhUZfh6SSbGmUcHKFxs2jHUlmjMW68lteJFtgrUFlA-iK6C1Zpr1Q0KY8=w300
13,net.daylio,Daylio enables you to  Try this beautifully designed micro-diary app right now for FREE!Pick your mood and add activities you have been doing during the day. You can also add notes and keep an old school diary. Daylio is collecting recorded moods and activities in the statistics and calendar. This format will help you to understand your habits better. Keep track of your activities and create patterns to become more productive!You can review all entries in the statistics on charts or the calendar.To make it even better Daylio allows you:★ Use a big database of beautiful icons for your personalized activities★ Explore interesting statistics about your moods and activities on monthly or yearly charts★ Customize the names of moods★ Safely backup and restore your entries via your private ★ Set reminders and never forget to create a memory★ Turn on PIN lock and keep your entries safe★ Export CSV document to print your entries,http://lh3.googleusercontent.com/1Izcm99cdMZRRAkyPsXYERfzvK7ed9vX-n5WvOtoq_IQUTfo6thtePvazFYCydTgASR-=h900,http://lh3.googleusercontent.com/na6Y8hKMFsE0bC3i81Lx9lmNdXsaFQIi0D5OKtqTlG7PFsy3sitKZzifo8k2k0wf-6A=w300
14,fi.polar.polarflow,"Note: This app is a companion for the Polar Loop, Polar Loop 2, Polar Loop Crystal, Polar A300, Polar A360, Polar M200, Polar M400, Polar M450, Polar M600 and Polar V800. You'll also need a compatible smartphone that uses Android 4.3 or later. Check the full list of matching devices at www.polar.com/ble. Please also make sure you always use the latest firmware version of your Polar device.Follow your training and activity with the Polar Flow app and instantly see your achievements. With this app you can see all of your training and activity data on your phone on the go, and sync them wirelessly to the Polar Flow web service. Loop, Loop 2, Loop Crystal, A300, A360, M200, M400, M450* and V800 all sync with the Polar Flow app using Bluetooth Smart. *Please note that M450 is a cycling computer and does not support activity tracking.When using the app you can:ACTIVITY- Follow all your active choices 24/7 - Find out what you're missing from your daily goal and get guidance how to reach it - See active time, burned calories, steps and distance from steps- Learn more about your sleeping habits: how long you’ve slept and how restful it was- Receive inactivity alerts encouraging you to get up and moveTRAINING- Get a quick overview of your training and analyze every detail of your performance right away- See your progress with weekly calendar summaries- Get even more detailed feedback when training with a Polar H7, Bluetooth Smart heart rate sensorDiscover more about:Polar V800 at www.polar.com/v800Polar M600 at www.polar.com/m600Polar M450 at www.polar.com/m450Polar M400 at www.polar.com/m400Polar M200 at www.polar.com/m200Polar A360 at www.polar.com/a360Polar A300 at www.polar.com/a300Polar Loop Crystal at www.polar.com/loopcrystalPolar Loop 2 at www.polar.com/loop2Polar Loop at www.polar.com/loop",http://lh3.googleusercontent.com/xKJhKfjJ5NXDT_fN_1B3mPrztdZWNTFTCHLorgey7snED6AzKbbyZgweBfl_WimxQA0=h900,http://lh3.googleusercontent.com/XFCN-IarX5f--JXsZaKTQmyfIxCuZAXUcNdjW_0NrhiGRbcnoBSOCPAouravezXdwQ=w300
15,com.moodtools.moodtools,"If you are feeling sad, anxious, or depressed, lift your mood with MoodTools! MoodTools is designed to help you combat depression and alleviate your negative moods, aiding you on your road to recovery.MoodTools contains several different research-supported tools. They include: Thought Diary - Improve your mood by analyzing your thoughts and identifying negative / distorted thinking patterns based on principles from Cognitive Therapy Activities - Regain your energy by performing energizing activities and tracking your mood before and after, based on Behavioral Activation TherapySafety Plan - Develop a suicide safety plan to keep you safe and utilize emergency resources during a suicidal crisisInformation - Read information, self-help guidelines, and find help with internet resourcesTest - Take the PHQ-9 depression questionnaire and track your symptom severity over timeVideo - Discover helpful YouTube videos that can improve your mood and behavior, from guided meditations to enlightening TED talks------MoodTools was designed in collaboration with multiple mental health professionals. MoodTools is free, contains no advertisements, and is a purely non-profit venture aimed at helping people suffering from clinical depression. Thank you for supporting our efforts with your positive ratings and reviews. Please send any requests, questions, or feedback via email to moodtools@moodtools.org and we will be sure to respond to each one. Disclaimer: This mental health application is not intended to be a replacement for treatment nor any sort of medical intervention. Treatment is, by far, the best way to overcome clinical depression or other mental illnesses. Therapy and antidepressants have been shown to effectively treat clinical depression and anxiety. This application will only aid you on your path to recovery from depression or anxiety. In addition, if you are not in treatment, talk to your doctor or therapist or use this app to find resources that can connect you to treatment. While MoodTools is designed as a self-help mental health application to help people suffering from clinical depression, it can also assist people without mental illness or people suffering from other mental disorders / mental illnesses such as anxiety, post-traumatic stress disorder (PTSD), bipolar disorder, seasonal affective disorder, dysthymia, obsessive-compulsive disorder (OCD), panic disorder, generalized anxiety disorder, or schizophrenia.Privacy Notice: This app uses Google Analytics to anonymously track usage data. Exactly what information is tracked is available in the privacy policy.",http://lh3.googleusercontent.com/4vzlX5FZ2_jN9wwiIdfeudcquS7z8ozK9eN7606vF4lt1DHFa_wcCrABtsYKjF7jx5Y=h900,http://lh3.googleusercontent.com/LsFWD-_6a8IO0aYSG5V3lHZJhC72qRv7yHnGAkGnkYNQiZlOk1yLxoUFYzbML1E3s9dS=w300
16,com.moodtrak.diary,"Graph your moods on the fly. Track as little or as often as you want (mood-swings? no problem!), whenever you want (at home, on the go, and even without Internet!), and look back to see your moods over weeks, months, and years to learn about yourself.See what others are going through and optionally chat anonymously. Form instant friendships and support networks.  Get help when you need it, and give support when you feel like it.An optional upgrade is available to keep your journal private. Everything else is free.- Works offline, and syncs when you’re online (must turn on sync)- Share with a counselor or friend- Track as often as you want, whenever your want- Daily reminders- View on your computer- Perfect for fun, support, self awareness, and self discovery- Perfect for tracking health, depression, bipolar disorder, anxiety, pms, and monitoring symptoms",http://lh4.ggpht.com/FwR3ktOke9e0HCepk1STuIVU1a3LVtSGjLGdPRv54AhlX-q8ichT940bBnlgutXXiQ=h900,http://lh6.ggpht.com/8DzWJMiV-6FhELjJ0awJbMkDewjA0eqgPfi8rexU4Y0xTxfV3IUX_trlVVOyycsRu-8=w300
17,de.aktiwir.aktifit,"- Probably the best Workout Log for Android- measure burned calories during exercises- More than 500 sports and workouts- Fitness Statistics and Records- Body Weight Diary- Free aktiFit is a FREE and complete Fitness Tracker / Workout Log. It is the perfect companion for logging your sport activities, i.e. at your gym. aktiFit is designed for personal use and can be used completely without any internet connection. No data is transmitted. Just put age and body weight, choose your sport or used fitness machine and select your parameters. It's pretty easy and effective.The workout diary provides statistics and evaluations so that you can track your own performance from the first entry onwards. In addition, personal records are identified while you can also track your weight in the body weight diary. aktiFit Workout Log is free of charge and perfectly suited as a personal training companion and sport protocol for both professionals as well as beginners. It supports more than 400 sports and fitness activities.aktiFit Workout Log and Fitness Diary. Measure and improve your Fitness.www.aktifit-app.com",http://lh3.googleusercontent.com/WcJb3UNUPHwBVI_HpfH99Dd2Ym1wgScdKpvYuxJNSpoWEXkHpLoYnJEJUVuLhwMkI8am=h900,http://lh3.googleusercontent.com/XaVGRojKOHQedfw2_rIxHlLn6ypKPea_9kL4_boxdIWpk-QlLKEiQQBQYC_cTbtTTA=w300
18,com.kpmoney.android,"[The one of best tools for keeping accounts, efficiently tracking each expense report][ Support iOS and Android ]https://web.andromoney.com/AndroMoney is a personal finance tool for use on your mobile phone. By using this tool, we hope you can better manage your wealth. We focus on:1.Ease of use: keep it intuitive to operate2.Powerful:daily accounting, managing categories, or even drawing detail reports, AndroMoney can easily manage it.As this App's name suggests, we hope AndroMoney will be the best personal finance tool on Android! If you have any problems about how to use it or ideas about how to improve it, feel free to email us. We appreciate your feedback!features- Multiple accounts and support account balance & account transfer- Cloud Storage (Dropbox , Google Docs)- SYNC with other devices - Any currency with downloadable rates- Number pad with calculation- Hierarchical categories with custom attributes- Simple/ Detail / Custom Budgets- Trend, Pie and Bar charts for Expense and Cash Flow- Password Protection- Overview your expense and income summary- Back up data to Excel/ Mac Number*Recommended by Appgovideo.com (http://www.appgovideo.com/)Manage your expense and money easily !If you have problem please e-mail to us! ( We can't reply you on google play...)service@andromoney.comThank you!Special thank to Mario Lüthy for German translation.Mike Kazonis for Greek translation.Jean Marie for French translation.Елена Трифонова for Russia translation.Alessio Salerno and Carlo Pite for Italian translation.",http://lh3.googleusercontent.com/K2QyDwhHPU5oFp3AGo-34xM0SVmaTPjZr6LJDbL5LnpScdyfdaIy02LGHhx7NOXbAPA=h900,http://lh3.googleusercontent.com/VzAdPCgkmxpd3IeY-2enNzHrl76FViy3kBmuoc-pMonZqLn_hmu1XdmrH57PD5nzoJTR=w300
19,com.yazio.android,"– Free download and registration– Personal plan to lose weight or build muscles– Calorie table with over 2 million foods– Nutrition tracker and food diary for all meals– Tracks your calories, carbs, proteins and fats– Create meals, add favorites or input new foods– Copy diary entries to other days easily– Built–in barcode scanner for quick searching– Tracks your sports, exercises and activities– Calorie calculator to track your burned calories– Tracks your daily steps walked and be more active– Documents your weight with weight tracker– Assesses your diet and achievements– PRO is a useful extension of the free app– With PRO, you will reach your goal twice as fast– Nutritional plans for low carb, high protein, etc.– Over 100 healthy and delicious recipes– Smart and intelligent food rating– More analysis including diet and body statistics– Tracks other nutrients like sugar, fiber and salt– Recognize foods with the most carbs or fat– Shows progress over the previous 2.5 years– Tracks body fat, blood pressure and blood sugar– Measure your breast, waist and hip circumference– Plan your diet and sports for the next days– No more advertisements – who doesn’t love that?– Supports our continuous improvement of YAZIOYou can buy PRO via in–app purchases within the app. YAZIO PRO is significantly cheaper than comparable Calorie Counter apps for diet and weight loss.If you go PRO, the payment will be charged through your Google Play account during purchase confirmation. The subscription will be auto–renewed shortly before the subscription period ends, maintaining the same price and subscription type you previously purchased, unless you unsubscribe no later than 24 hours before the subscription ends. Subscriptions can be managed through your Google Play account after purchase. It is not possible to refund a subscription or cancel a subscription during the current period.The YAZIO Calorie Counter is operated by YAZIO, a German company. Since the app has been developed in Germany, it is subject to the strict German Data Protection Act. All information received or sent through the app is encrypted at all times. All data is stored anonymously on German servers and is not stored by third parties.– For further assistance go to http://help.yazio.com– Get to know us better at http://about.yazio.comDo you want to help make the YAZIO Calorie Counter an even better nutritional & diet app? We always welcome your suggestions and feedback.",http://lh3.googleusercontent.com/clzirHdcX5wjqmgKTo1UjN_pruSWqPfPFcwcXu-6xi4Sqyz37kZuYVUJUCzJtuZPiaBr=h900,http://lh3.googleusercontent.com/Va7GuaznJTHYtSNJjLL6cL8OreyxNzha_C6xFeYnt3J0vuUiIzuVmDKpqMpBOkA63h4=w300
20,si.modula.android.instantheartrate,"Instant Heart Rate is the most accurate Heart Rate Monitor app for any smartphone and it does not need any external hardware.  Use it for optimising your exercise and to track your progress. Install it now and keep fit.Download the Pro version for unlimited tracking and no ads.Accuracy is constantly tested by fitness coaches, athletes and 25 million users like you.Place the tip of your index finger on phone’s camera and in a couple of seconds your HR will be shown. A real-time chart will show your every heart beat rhythm pace.It uses your phones built-in camera to track colour changes on the fingertip that are directly linked to your pulse. This is the same technique that medical pulse oximeters use.  Many of our users have cardiovascular disease, stroke, Afib (atrial fibrillation), heart attacks, stress and diabetes.Now you have a chance to track your fitness gym workouts and vital health every-time with just your phone.Your resting heart rate gives you a view into your hearts fitness. The fitter you get the lower your heart rate will be. Enables:✓ Heart rate measurements ✓ Real time PPG graph (similar to ECG / EKG / Cardiograph) - see your every heart beat✓ Cardio workout monitoringNOTE: Works best on devices with flash. Devices without flash should be used in good lighting.  This app should not be used for medical diagnosis.",http://lh3.googleusercontent.com/-D-IXEOHgbIkx7dEky6-HpdLGsOCq7QX-UNEHMnFZPEcnFwLIvrLYP7IYRzIbA7irQ=h900,http://lh4.ggpht.com/9RO4dUgbzMpt2gU4b4lN0tHxpxUkphsl5hdlARZ42xx18Ob1vsKOtJGVyIjfYnn8iA=w300
21,com.strava,"If you like to run, ride or just adventure outside, you’ll love Strava. Give it a try, it’s free!Millions of runners, cyclists and active people use Strava to record their activities, compare performance over time, connect with their community, and share the photos, stories and highlights of their adventures with friends. Strava works with just your iPhone or Apple Watch, as well as pretty much every GPS device out there. •  During and after activity, get key stats like distance, pace, speed, elevation gained and calories burned, as well as an interactive map of your activity •  Participate in monthly Challenges designed to push you further•  Got a favorite hill climb or long straightaway? See how you fared on particular sections of your activity with Strava segments•  Follow friends, training buddies and pros to view each other’s activities and encourage them with kudos and comments• There’s a club for all your athletic interests, from the world’s biggest sports brands to your neighborhood running posse. Join your favorites to learn about events, participate in discussions or just find out what’s new•  Showcase the best moments of your run or ride•  Dig deep and shoot for a top time on segment leaderboards•  Share activity details on Facebook, Instagram, and Twitter•  Strava works with almost all GPS running watches, cycling computers and activity trackers •  Train with a heart rate monitor for additional performance data•  Record and upload an entire Strava activity without using your phone with the Android Wear 2.0 watches• Stay safer when you're on the go with Beacon’s real-time location tracking • Train for peak performance with personalized coaching such as training plans and custom goals• Get unrivaled live performance feedback during your activity, and exclusive and detailed analysis after every activity, including heart rate, power meter and race analysisPremium is available through in-app purchasing.Strava depends on GPS for recording activities. In some devices, the GPS does not work properly and Strava will not record effectively. If your Strava recordings show poor location estimation behavior, please try to update the operating system to the most recent version. There are some devices which have consistently poor performance with no known remedies. On these devices we restrict installation of Strava, for example the Samsung Galaxy Ace 3 and the Galaxy Express 2 . See our support site for more information: https://strava.zendesk.com/entries/27141334-Does-Strava-4-x-run-on-my-Android-device-",http://lh3.googleusercontent.com/TrpArIG4WkNNW_CkidKsLmGxteB5AticCBMSGlLGhm_GK_TNYd9tqjf83ntdsMAuksE=h900,http://lh3.googleusercontent.com/oC00ZtPIg1DXRMTEela4_ud7DndbbwVapdJeNNHJKu0AqEIIcfn036t0CceluJYiBmoa=w300
22,com.sec.android.app.shealth,"Samsung Health provides core features to keep up your body fit and healthy. It will record and analyze your daily activities and habits to help maintain successful diet and lead healthy lifestyle.Whether you walk or run, hike or bike, play indoor or outdoor sports, you can add and track the various physical exercises and activities in a single step using the various built-in trackers.Samsung Health helps to create a balanced lifestyle pattern by recording a variety of information like your food, caffeine and water intake details.Provide your daily snacks, food, water and caffeine intake and track your diet and weight on the go while staying comfortable using the sleep & stress tracker.Manage health and environmental records such as heart rate, blood pressure, blood glucose levels, stress, weight & SpO₂ using built-in sensors and third party devices.Trackers enable user to easily and quickly check meaningful data based on user preferences. The intuitive charts, helpful tips and physical exercise programs guide you to achieve your fitness and diet goals.Manage your fitness activities, track your weight and monitor your diet using Samsung Galaxy and Gear devices.The App supports all Samsung smartphones starting from Galaxy S3 onwards and includes Non-Samsung Android smartphones as well.Exercise programs such as Baby steps to 5K, Run 5K and so on are available to take your running to the next level and you will be guided via voice prompts during workout.Compete with your friends and check your ranking. You can compete with your friends in the address box once your Samsung account is registered.Check daily health news of your preference with customized news feed. Keep your body strong and healthy with tips offered by health professionals.Discover the best health and fitness apps that can connect with Samsung Health. Many health apps including 'Technogym' and 'Coach by Cigna' can be linked with Samsung Health.Tablets and some mobile devices may not be supported. Some functions may not be available based on regions/service providers/devices. Samsung Health requires Android OS 4.4 or above.Samsung Health supports over 70 languages, including English, French, and Chinese. An English language version is available for the rest of the world.Please note that Samsung Health is intended for fitness and wellness purposes only and is not intended for use in the diagnosis of disease or other conditions, or in the cure, mitigation, treatment, or prevention of disease.Samsung Health protects your private health data securely. All Samsung Galaxy models released after August 2016, Knox enabled Samsung Health service will be available. Please be noted that Knox enabled Samsung Health service will not be available from rooted mobile.The following permissions are required for the app service. For  optional permissions, the default functionality of the service is turned on,  but not allowed.Required permissions• NoneOptional permissions• Telephone: Used to check device-unique identification information for providing app update and app analysis information• Camera: Used for barcode recognition, food photography, and recognition  of blood glucose meter and blood pressure meter• Microphone: Used to provide recording function for telemedicine• Location: Used to check the movement path and movement of the user during  exercise• Contacts: Used to make friends when using Together function as contact  information• Body sensors: Used to measure heart rate, oxygen saturation, and  stress• SMS: Used for phone number authentication when using Together  function• Storage: Used to save or load exercise information, exercise photos or food photosIf your system software version is lower than Android 6.0, please update the software to configure App permissions.Previously allowed permissions can be reset on Apps menu in device settings after software update.",http://lh3.googleusercontent.com/gk7K3EIR0yGHoEyu8hWQAI0UFs9NfYF0fFZaP1skYEnImNRkIrQIsdBlwRQ4AFZreGg=h900,http://lh3.googleusercontent.com/Sw0f3vncSxRbXJmdDcfQdAJfGq7A0s6I8nGzUtPTvnZ_AP6n76M3WccwI398L2-syzs=w300
23,com.sonymobile.lifelog,"Lifelog is the clever activity tracker app for Android that keeps track of what matters to you – like how many steps you take and how much you sleep – with or without a Smartband. You can set personal health goals, follow your progress and get insights into your behavior.Lifelog lets you look back on any day to see how active you were, where you went and how you got there. Log your day every day, in detail.This application uses analytics software to collect and aggregate statistics to help us improve this app and our services. None of this data can be used to identify you.",http://lh3.googleusercontent.com/V_hH4g2WIYwOdNEkLmzZoHzQD0_zi6qPDWNjW0p8qS3LUsATLbF03RIlginTwX9rWMo4=h900,http://lh3.googleusercontent.com/r-ZjUMj2jOP5gDYQ_S5DlQogvTxJRZ4P0KbPrmMjQAllPObd_GWG2yjf0N2SSofzO0ka=w300
24,com.mapmyrun.android2,"Achieve your fitness goals with MapMyRun. Effortlessly track and map over 600 types of workouts including running, walking, cycling, gym workouts & more. Whether you're looking to lose weight or training for your next marathon, MapMyRun is a fitness tracker that keeps up with you. Track your GPS-based workouts or connect and import data from any of the leading activity tracking devices in the industry including Android Wear. Join our community of over 40 million runners to share tips, motivation, and your own journey with pros and beginners alike.TRACK AND MAP YOUR WORKOUTS- Log over 600+ activities: running, cycling, walking, gym workouts, cross training, yoga, & more.- Audio feedback on every GPS-tracked run, with customizable voice feedback for stats like pace, route, distance, calories, and elevation.- Add your running shoes and track mileage with Gear Tracker to get notified when it’s time for a new pair to avoid injuries.- Use Routes to find nearby places to run, save your favorite paths, add new ones, and share them with others.- Connect and import data from over 400+ leading fitness apps and devices including Android Wear, Google Fit, UA Record Equipped Shoes, Garmin, Fitbit, Jawbone, MyFitnessPal, & more.JOIN THE COMMUNITY- See your friends' workout activity and always have someone there to motivate you. - Share your workouts on Facebook and Twitter.- Join Challenges to compete with others, climb the leaderboard, and win awesome prizes.TRAIN LIKE A PRO WITH MVP PREMIUM FEATURES- An ad-free experience with special features- Training Plans (e.g., 5K, 10K, Half Marathon, Marathon) that adapt dynamically to your fitness level as you improve to reach your running goals.- Monitor & analyze your Heart Rate zones & adjust your training based on your goal.- Stay on track with audio coach updates based on targets you set, including pace, distance, duration, calories & more.- Live Tracking to share your real-time running location and give loved ones peace of mind.- Additional premium features on MapMyRun.comIf you upgrade to a premium MVP subscription, payment will be charged to your Google Wallet account at confirmation of purchase. The monthly subscription costs USD $5.99 per month. The yearly subscription costs USD $29.99 per year, or USD $2.50 per month. Your subscription renews automatically unless canceled at least 24 hours prior to the end of the current period. There is no increase in cost when renewing.Subscriptions can be managed and auto-renewal turned off in Account Settings under ‘Subscriptions’ in the Google Play Store after purchase. Once purchased, the current period cannot be canceled. Any unused portion of a free trial period is forfeited if you choose to purchase a premium subscription to MVP.Find the full terms and conditions and our privacy policy at https://account.underarmour.com/privacy_and_terms.Note: Continued use of GPS running in the background can dramatically decrease battery life.MapMyRun is part of the world’s largest digital health & fitness community, Under Armour Connected Fitness, including UA Record, MapMyFitness, MyFitnessPal & Endomondo.",http://lh3.googleusercontent.com/axT287M6fy9bYrerc74Bd-6-vUJARu4m1SsBvnC3ISt9If_hyjUvkGpDBAxsiiuKugw=h900,http://lh3.googleusercontent.com/Rw6L8M-86xoxIP2YVIB66pqAd1Mht3nf0s2NintOyTm68FQ4Ac2UaigOrjBFqzhj1aw=w300
25,monitoryourweight.bustan.net,"Award Winning Weight Tracker App developed as a tool mainly to help motivate a person following a diet and/or exercise program to reach their desired target weight within a predefined period. * Winner of 7th Annual Best App Ever Awards under Health Category ** Best App developed in Kuwait - Annual Informatics Awards * As the name indicates, you will be able to enter your weight on a regular basis and monitor your progress accordingly through means of statistics and graphs. You may also enter and track multiple profiles as well - monitor the progress of your family members, spouse, friends, colleagues - or simply create more than 1 profile for yourself to set partial targets until you reach your ultimate goal. This app will also suggest your ideal weight and recommend the amount of time needed to reach that target based on your current weight, height, body frame, gender and age. You may, of course, choose to alter the suggested targets based on your own plans. Main Features: - Weight tracker with option to track single or multiple profiles - Track various body measurements- Option to synchronize your data between devices or to our server - Measurements may be represented in Kilos, Pounds, Stones, Meters or Feet - Calculates ideal weight based on age, height, gender and body frame - Full screen graph that shows your overall weight loss progress over time - BMI (Body Mass Index) calculated - Calculates daily calorie intake - Calculates percentage body fat - Total Weight Loss calculated - Remaining amount of weight calculated - Average Daily Loss calculated - Average Weekly Loss calculated - Overall progress calculated - Possibility to enter new weights at earlier dates - Displays an indicator to show the quality of your daily progress - PIN lock to secure your privacy - Multiple Language localization supporting over 15 languages - Possibility to export all your recorded data - Integration with digital scales: Withings, Aria, WiTراقب وزنك - حسين البستان - الكويت",http://lh3.googleusercontent.com/G-9Tv1qUSapnBNokl53O1dFEYuJhi0S9wPS0njvuHo53t66BehAysjwhHtRFMCQQRw=h900,http://lh3.googleusercontent.com/Ok4OGPfaHO6e0kZ6keowEkqNHcSwGCjt6yeREXgMNkKnHlzzCzCs6EQ1ae4ATd-8HLw=w300
26,com.sillens.shapeupclub,"Your personalized health and lifestyle guide. Lifesum takes your lifestyle goals and health data and creates a plan to help you live better. Whether you want to lose weight, gain weight, build muscles or just be healthier, join millions of people using one of the Google Play's best Health and Fitness apps and discover how changing your small, everyday habits can transform your life. *Editors' Choice 2016**Top Developer 2016* 1. Get a personalized roadmap to a healthier life based on our Life Score2. Build a healthy lifestyle that suits you and your needs 3. Learn how to eat wiser 4. Get exercise tips so you train better5. Get motivated6. See your progress7. Live healthier and happier8. Stay green with the Red Meat tracker Lifesum integrates with Google Fit and S Health, so you can export consumed water and food from Lifesum to Google Fit and S Health, and import fitness data, such as step counts and exercises, and weight to Lifesum. For extended features such as specialised diets and detailed nutrition information, and to sync with fitness apps such as Moves, Withings, FitBit, Jawbone, Endomondo and Runkeeper, get the Lifesum Premium membership.http://api.lifesum.com/mobile-terms",http://lh3.googleusercontent.com/3hjD0mmyttaPBNMPBZzpb29w7EB5X4ThLC6rknrenWgDoe-SBvfS0S7ezDaNS0gDAJA=h900,http://lh3.googleusercontent.com/ep8oRqpOFNePhMcd78nDtmMMD_ija7Bk--rHwiH98pU3vomT3KN-w_FNbOs01Cq_6A=w300
27,com.droid4you.application.wallet," Actively plan and manage your finances, together with the people you trust, across multiple currencies, banks, and financial institutions. Get and keep full control of your finances.  - Talk Android - Joy of Android - PloymintChuck your notebooks and spreadsheets, and budget for clear, tangible goals that are easy to track in real time. Wallet by BudgetBakers is not just an expense tracker or a money budgeting app. It’s all about getting things under control now, so that you can make wise decisions and plan for the future - a month, a year, or 10 years down the line. Wallet is designed to help you get your finances under control from day 1, giving you ongoing insight into your financial situation, and helping you stay in control for the long term. - Transactions are automatically and securely synced with your bank, smartly categorized, and factored into your budget. With 3,500 participating banks worldwide, you’ll save loads of time not having to track your money. - Budgets help you to plan for the future. Whatever it is you need to accomplish, from paying off debts, to buying a car or saving money for retirement, Wallet offers the flexibility to meet your goals, and smartly react to changing financial circumstances.  - Easy-to-understand graphs and financial overviews give you actionable insights about the state of your finances, across bank accounts, credit and debit cards, debts, and cash.  - Selected accounts can be shared with family, friends or colleagues who need to cooperate on a budget. Everyone can contribute from any platform, be it Android, iPhone or the Web. List of other features: Multiple currency support, Automatic cloud sync, Receipt and warranty tracking, Categories and templates, geo-mapping transactions, hash-tagging, Shopping lists, Exports to CSV/XLS/PDF, debt management, PIN security, Standing orders, notifications and much more.1. Download the app2. Sign In Via Facebook or Google3. Get going: budget and track expenses like a master! ",http://lh3.googleusercontent.com/4msBHtCO0lhwHUyWaT4e9Layqj9J5HEizr8E298jWjEurMNcHmv5rxZNH1f3t9AWLOM=h900,http://lh3.googleusercontent.com/LBIyqZbsxXWWQWjsWD5moPJhQQ5L0OKUFNNEbNfUAyJR8vBhPTNll4m2Z2-Lu6reuU4=w300
