app,app_cat,reviewer,h_cat,heuristic,score,score_prop,mean_dl,rating,total_ratings
com.google.android.apps.fitness,steps,Luke,consent,11,2,0.6666666666666666,30000000.0,3.963454723,202024.0
com.google.android.apps.fitness,steps,Luke,consent,12,2,0.6666666666666666,30000000.0,3.963454723,202024.0
com.google.android.apps.fitness,steps,Luke,consent,13,3,1.0,30000000.0,3.963454723,202024.0
com.google.android.apps.fitness,steps,Luke,consent,14,0,0.0,30000000.0,3.963454723,202024.0
com.google.android.apps.fitness,steps,Luke,access,15,3,1.0,30000000.0,3.963454723,202024.0
com.google.android.apps.fitness,steps,Luke,access,16,2,1.0,30000000.0,3.963454723,202024.0
com.google.android.apps.fitness,steps,Luke,access,17,2,1.0,30000000.0,3.963454723,202024.0
com.google.android.apps.fitness,steps,Luke,access,18,2,1.0,30000000.0,3.963454723,202024.0
com.runtastic.android.heartrate.lite,heart,Luke,notice,0,1,0.5,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,notice,1,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,notice,2,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,notice,3,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,notice,4,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,notice,5,1,0.25,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,notice,6,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,consent,7,1,0.5,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,consent,8,1,0.5,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,consent,9,1,0.5,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,consent,10,2,1.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,consent,11,1,0.3333333333333333,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,consent,12,2,0.6666666666666666,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,consent,13,3,1.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,consent,14,2,1.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,access,15,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,access,16,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,access,17,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,access,18,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,social,19,1,0.5,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,social,20,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,social,21,1,0.5,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,social,22,0,0.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,social,23,1,1.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,social,24,1,1.0,7500000.0,4.335975647,146585.0
com.runtastic.android.heartrate.lite,heart,Luke,social,25,0,0.0,7500000.0,4.335975647,146585.0
com.mapmywalk.android2,steps,Luke,notice,0,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,notice,1,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,notice,2,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,notice,3,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,notice,4,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,notice,5,1,0.25,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,notice,6,2,1.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,consent,7,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,consent,8,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,consent,9,2,1.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,consent,10,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,consent,11,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,consent,12,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,consent,13,3,1.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,consent,14,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,access,15,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,access,16,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,access,17,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,access,18,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,social,19,1,0.5,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,social,20,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,social,21,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,social,22,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,social,23,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,social,24,0,0.0,3000000.0,4.441078663,91844.0
com.mapmywalk.android2,steps,Luke,social,25,0,0.0,3000000.0,4.441078663,91844.0
com.runtastic.android.roadbike.lite,cycling,Luke,notice,0,1,0.5,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,notice,1,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,notice,2,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,notice,3,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,notice,4,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,notice,5,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,notice,6,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,consent,7,1,0.5,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,consent,8,2,1.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,consent,9,1,0.5,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,consent,10,1,0.5,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,consent,11,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,consent,12,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,consent,13,2,0.6666666666666666,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,consent,14,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,access,15,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,access,16,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,access,17,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,access,18,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,social,19,1,0.5,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,social,20,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,social,21,1,0.5,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,social,22,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,social,23,1,1.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,social,24,0,0.0,3000000.0,4.467065334,86748.0
com.runtastic.android.roadbike.lite,cycling,Luke,social,25,0,0.0,3000000.0,4.467065334,86748.0
com.bookmark.money,spending,Luke,notice,0,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,notice,1,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,notice,2,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,notice,3,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,notice,4,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,notice,5,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,notice,6,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,consent,7,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,consent,8,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,consent,9,2,1.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,consent,10,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,consent,11,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,consent,12,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,consent,13,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,consent,14,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,access,15,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,access,16,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,access,17,0,0.0,3000000.0,4.451261997,86414.0
com.bookmark.money,spending,Luke,access,18,0,0.0,3000000.0,4.451261997,86414.0
com.monefy.app.lite,spending,Luke,notice,0,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,notice,1,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,notice,2,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,notice,3,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,notice,4,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,notice,6,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,consent,7,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,consent,13,3,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,consent,14,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,access,15,3,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,access,16,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,access,17,2,1.0,3000000.0,4.542339325,60960.0
com.monefy.app.lite,spending,Luke,access,18,0,0.0,3000000.0,4.542339325,60960.0
com.fitnow.loseit,diet,Luke,notice,0,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,notice,1,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,notice,2,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,notice,3,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,notice,4,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,notice,5,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,notice,6,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,consent,7,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,consent,9,2,1.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,consent,10,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,consent,11,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,consent,12,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,consent,13,3,1.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,consent,14,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,access,15,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,access,16,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,access,17,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,access,18,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,social,19,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,social,20,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,social,21,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,social,22,1,1.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,social,23,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,social,24,0,0.0,7500000.0,4.37560606,55268.0
com.fitnow.loseit,diet,Luke,social,25,0,0.0,7500000.0,4.37560606,55268.0
com.northcube.sleepcycle,sleep,Luke,notice,0,2,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,notice,1,2,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,notice,2,2,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,notice,3,2,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,notice,4,2,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,notice,6,2,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,consent,7,2,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,consent,9,1,0.5,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,consent,13,3,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,consent,14,2,1.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,access,15,0,0.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,access,16,0,0.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,access,17,0,0.0,750000.0,4.499268532,26663.0
com.northcube.sleepcycle,sleep,Luke,access,18,0,0.0,750000.0,4.499268532,26663.0
com.azumio.android.sleeptime,sleep,Luke,notice,0,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,notice,1,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,notice,2,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,notice,3,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,notice,4,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,notice,5,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,notice,6,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,consent,7,1,0.5,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,consent,8,2,1.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,consent,9,2,1.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,consent,10,2,1.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,consent,11,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,consent,12,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,consent,13,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,consent,14,2,1.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,access,15,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,access,16,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,access,17,0,0.0,3000000.0,4.079797745,27670.0
com.azumio.android.sleeptime,sleep,Luke,access,18,0,0.0,3000000.0,4.079797745,27670.0
de.aktiwir.aktibmi,weight,Luke,notice,0,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,notice,1,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,notice,2,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,notice,3,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,notice,4,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,notice,6,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,consent,7,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,consent,9,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,consent,13,3,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,consent,14,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,access,15,3,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,access,16,1,0.5,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,access,17,2,1.0,3000000.0,4.501528263,22902.0
de.aktiwir.aktibmi,weight,Luke,access,18,0,0.0,3000000.0,4.501528263,22902.0
net.daylio,mood,Luke,notice,0,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,notice,1,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,notice,2,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,notice,3,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,notice,4,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,notice,6,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,consent,7,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,consent,9,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,consent,13,3,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,consent,14,2,1.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,access,15,0,0.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,access,16,0,0.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,access,17,0,0.0,300000.0,4.649343491,21397.0
net.daylio,mood,Luke,access,18,0,0.0,300000.0,4.649343491,21397.0
fi.polar.polarflow,hardware,Luke,notice,0,1,0.5,3000000.0,2.995653868,19097.0
fi.polar.polarflow,hardware,Luke,notice,1,0,0.0,3000000.0,2.995653868,19097.0
fi.polar.polarflow,hardware,Luke,notice,2,0,0.0,3000000.0,2.995653868,19097.0
fi.polar.polarflow,hardware,Luke,notice,3,1,0.5,3000000.0,2.995653868,19097.0
fi.polar.polarflow,hardware,Luke,notice,4,0,0.0,3000000.0,2.995653868,19097.0
fi.polar.polarflow,hardware,Luke,notice,5,1,0.25,3000000.0,2.995653868,19097.0
